"Best Solution","Depth","Size","Fitness","Evals","Avg. Fitness","Time (s)"
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2432,878.596,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2433,878.596,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2434,877.187,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2435,875.778,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2436,875.028,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2437,874.191,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2438,872.782,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2439,871.487,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2440,870.077,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2441,868.89,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2442,868.849,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2443,868.134,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2444,868.101,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2445,868.086,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2446,868.086,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2447,868.029,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2448,867.279,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2449,865.87,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2450,865.089,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2451,864.402,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2452,864.402,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2453,862.993,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2454,862.226,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2455,860.825,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2456,860.044,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2457,859.26,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2458,857.851,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2459,857.851,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2460,857.164,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2461,857.164,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2462,857.164,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2463,855.755,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2464,854.354,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2465,853.667,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2466,853.667,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2467,852.368,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2468,850.959,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2469,850.959,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2470,850.288,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2471,848.887,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2472,848.83,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2473,847.421,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2474,847.421,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2475,846.012,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2476,844.603,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2477,843.193,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2478,841.784,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2479,841.784,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2480,840.375,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2481,839.552,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2482,838.867,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2483,838.119,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2484,838.119,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2485,837.382,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2486,836.645,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2487,835.578,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2488,835.578,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2489,835.578,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2490,834.177,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2491,834.177,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2492,832.882,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2493,832.882,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2494,831.701,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2495,831.701,
"(* x (+ (+ x 2) (+ x 3)))",4,9,63,2496,830.25,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2497,828.757,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2498,828.076,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2499,827.395,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2500,827.368,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2501,827.323,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2502,826.664,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2503,825.222,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2504,823.828,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2505,822.434,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2506,821.039,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2507,819.867,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2508,819.153,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2509,818.387,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2510,816.993,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2511,815.599,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2512,815.581,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2513,815.563,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2514,815.563,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2515,814.753,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2516,813.367,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2517,812.632,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2518,811.238,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2519,810.486,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2520,809.206,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2521,809.206,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2522,807.812,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2523,806.874,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2524,806.05,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2525,806.05,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2526,806.032,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2527,804.646,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2528,804.646,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2529,804.646,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2530,804.646,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2531,804.646,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2532,803.584,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2533,802.19,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2534,802.174,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2535,801.464,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2536,800.68,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2537,799.926,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2538,799.157,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2539,798.349,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2540,798.209,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2541,796.815,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2542,795.429,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2543,794.257,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2544,793.475,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2545,792.082,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2546,792.082,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2547,790.702,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2548,790.702,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2549,790.052,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2550,788.669,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2551,787.295,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2552,787.295,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2553,787.266,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2554,785.837,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2555,784.456,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2556,783.074,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2557,782.305,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2558,781.566,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2559,781.566,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2560,780.797,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2561,780.138,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2562,780.138,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2563,778.871,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2564,777.49,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2565,776.821,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2566,775.443,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2567,775.443,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2568,774.07,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2569,774.07,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2570,773.348,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2571,771.966,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2572,771.966,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2573,770.585,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2574,769.945,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2575,768.567,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2576,767.773,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2577,767.117,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2578,767.117,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2579,765.738,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2580,764.987,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2581,763.61,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2582,763.61,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2583,762.462,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2584,761.696,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2585,760.962,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2586,759.808,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2587,759.808,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2588,758.654,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2589,757.277,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2590,756.517,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2591,755.757,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2592,754.381,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2593,753.612,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2594,752.869,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2595,752.225,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2596,752.225,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2597,750.857,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2598,749.488,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2599,748.762,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2600,748.71,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2601,747.341,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2602,746.685,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2603,746.685,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2604,745.539,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2605,744.893,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2606,744.249,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2607,742.881,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2608,742.251,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2609,741.469,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2610,740.433,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2611,739.064,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2612,738.376,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2613,737.732,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2614,736.478,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2615,736.478,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2616,735.769,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2617,734.353,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2618,734.353,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2619,733.614,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2620,732.247,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2621,731.616,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2622,730.892,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2623,730.153,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2624,729.52,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2625,728.117,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2626,728.117,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2627,727.5,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2628,727.5,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2629,727.5,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2630,726.367,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2631,725.012,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2632,723.657,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2633,722.872,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2634,721.525,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2635,720.864,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2636,719.841,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2637,719.841,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2638,719.208,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2639,717.853,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2640,717.853,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2641,716.942,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2642,716.254,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2643,716.254,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2644,715.624,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2645,714.272,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2646,713.579,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2647,713.579,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2648,712.449,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2649,711.105,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2650,709.975,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2651,709.345,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2652,708.214,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2653,706.772,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2654,706.772,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2655,706.16,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2656,704.762,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2657,704.044,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2658,704.044,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2659,702.698,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2660,701.962,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2661,700.73,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2662,700.108,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2663,699.404,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2664,698.06,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2665,697.06,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2666,696.36,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2667,695.018,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2668,693.898,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2669,693.268,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2670,691.925,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2671,691.925,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2672,691.925,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2673,691.211,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2674,691.211,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2675,690.593,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2676,689.365,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2677,688.144,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2678,688.144,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2679,688.144,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2680,687.503,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2681,686.17,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2682,684.838,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2683,683.515,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2684,682.136,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2685,681.351,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2686,679.93,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2687,678.612,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2688,677.242,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2689,677.242,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2690,676.643,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2691,675.543,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2692,674.223,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2693,674.223,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2694,672.813,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2695,672.813,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2696,672.16,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2697,671.062,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2698,670.426,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2699,669.22,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2700,668.473,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2701,668.473,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2702,667.495,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2703,667.495,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2704,666.897,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2705,665.585,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2706,665.585,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2707,665.585,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2708,664.265,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2709,663.059,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2710,662.44,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2711,661.804,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2712,660.488,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2713,659.758,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2714,659.758,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2715,658.988,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2716,658.288,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2717,656.931,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2718,656.931,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2719,655.843,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2720,655.843,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2721,655.843,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2722,655.118,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2723,654.434,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2724,653.239,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2725,652.039,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2726,651.313,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2727,650.663,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2728,650.663,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2729,650.022,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2730,649.366,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2731,648.68,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2732,647.968,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2733,647.244,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2734,646.522,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2735,645.954,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2736,644.662,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2737,643.987,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2738,643.31,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2739,642.606,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2740,641.661,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2741,640.925,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2742,640.925,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2743,639.548,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2744,638.37,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2745,637.807,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2746,637.162,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2747,635.875,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2748,634.54,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2749,633.585,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2750,632.302,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2751,631.02,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2752,631.02,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2753,629.96,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2754,629.324,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2755,628.707,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2756,627.768,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2757,627.768,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2758,626.493,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2759,625.895,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2760,624.616,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2761,624.062,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2762,622.783,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2763,622.185,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2764,621.532,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2765,620.914,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2766,620.914,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2767,620.914,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2768,620.914,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2769,620.4,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2770,619.092,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2771,618.276,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2772,618.276,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2773,617.015,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2774,617.015,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2775,615.707,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2776,615.188,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2777,614.156,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2778,613.124,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2779,612.482,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2780,611.958,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2781,611.454,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2782,611.454,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2783,611.454,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2784,611.454,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2785,610.824,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2786,610.224,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2787,609.321,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2788,608.193,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2789,607.61,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2790,606.98,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2791,606.98,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2792,605.96,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2793,605.96,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2794,605.96,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2795,604.726,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2796,603.598,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2797,602.971,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2798,602.344,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2799,601.739,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2800,601.739,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2801,601.739,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2802,601.244,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2803,600.597,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2804,600.597,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2805,599.372,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2806,599.372,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2807,598.781,
"(* (+ x (+ x 1)) (+ x 2))",4,9,21,2808,598.16,
